minute,class,TVC,MQ135,MQ136,MQ2,MQ3,MQ4,MQ5,MQ6,MQ8,MQ9,Humidity,Temperature
770,good,3.721808051,6,9.16,2.51,8.13,3.64,43.08,17.58,12.05,5.71,73.5,38.6
771,good,3.721808051,5.9,8.94,2.5,8.1,3.39,44.24,17.83,11.81,5.57,73.5,38.8
772,good,3.721808051,5.76,8.27,2.5,8.13,3.32,45.77,18.96,11.54,5.45,73.5,38.8
773,good,3.721808051,5.71,8.14,2.5,8.07,3.48,46.08,18.78,11.54,5.4,73.6,38.8
774,good,3.721808051,5.73,8.4,2.51,8.04,3.62,46.08,18.25,11.54,5.36,73.5,38.8
775,good,3.721808051,5.78,8.7,2.5,8.1,3.72,45.45,17.67,11.63,5.36,73.6,38.8
776,good,3.721808051,5.76,8.87,2.5,8.01,3.83,45.77,17.58,11.77,5.38,73.6,38.8
777,good,3.721808051,5.73,9.05,2.5,7.98,3.9,44.84,17.26,11.91,5.36,74.2,39.1
778,good,3.721808051,5.73,9.41,2.48,7.98,3.97,44.84,17.1,12,5.31,73.6,38.8
779,good,3.721808051,5.68,9.56,2.48,7.98,4.04,45.15,17.18,12,5.45,73.6,38.8
780,good,3.721808051,5.71,9.6,2.5,7.98,4.04,45.77,17.18,12.19,5.29,73.6,38.8
781,good,3.789401431,5.68,9.63,2.5,8.01,4.02,44.84,17.26,12.15,5.24,73.6,38.8
782,good,3.789401431,5.61,9.67,2.5,7.98,4.02,46.4,17.67,12.19,5.24,73.6,38.8
783,good,3.789401431,5.59,9.6,2.5,7.98,4.02,45.45,17.67,12.24,5.24,73.6,38.8
784,good,3.789401431,5.64,9.67,2.5,7.94,3.97,46.08,18.17,12.29,5.22,74.2,39
785,good,3.789401431,5.56,9.01,2.48,7.88,3.28,48.06,19.71,11.96,5.17,73.6,38.9
786,good,3.789401431,5.52,6.42,2.5,7.85,3.21,51.29,21.33,11.45,5.11,73.7,38.8
787,good,3.789401431,5.54,7.67,2.47,7.82,3.3,50.92,21.22,11.18,5,73.6,38.5
788,good,3.789401431,5.47,7.85,2.5,7.88,3.49,51.29,20.7,11.23,5,73.6,38.8
789,good,3.789401431,5.52,8.04,2.47,7.82,3.57,50.54,20.6,11.36,5.04,73.7,38.8
790,good,3.789401431,5.8,8.27,2.5,7.85,3.66,50.54,20.09,11.45,5.04,73.7,38.8
791,good,3.789401431,5.49,8.43,2.5,7.85,3.76,51.29,20.09,11.54,5.04,73.7,38.8
792,good,3.789401431,5.47,8.6,2.5,7.85,3.81,50.18,20.09,11.63,5,73.7,38.8
793,good,3.789401431,5.47,8.7,2.48,7.73,3.76,51.29,20.8,11.72,4.98,73.8,38.9
794,good,3.789401431,5.42,8.5,2.48,7.76,3.72,51.29,20.91,11.58,4.93,73.7,38.9
795,good,3.789401431,5.42,8.47,2.5,7.79,3.72,52.06,21.22,11.63,4.91,73.7,38.8
796,good,3.789401431,5.4,8.47,2.48,7.73,3.76,52.06,21.55,11.68,4.91,73.7,38.9
797,good,3.789401431,5.38,8.37,2.48,7.73,3.61,52.85,22.1,11.68,4.89,73.8,38.9
798,good,3.789401431,5.4,7.82,2.48,7.67,3.36,54.08,23.16,11.4,4.78,73.7,38.9
799,good,3.789401431,5.42,7.55,2.48,7.67,3.48,54.49,23.28,11.31,4.82,73.8,38.9
800,good,3.789401431,5.4,7.7,2.47,7.7,3.56,54.49,22.92,11.27,4.74,73.7,38.9
801,good,3.789401431,5.33,7.76,2.48,7.64,3.62,54.92,23.04,11.31,4.72,74.3,39.1
802,good,3.789401431,5.35,7.58,2.48,7.67,3.54,54.08,23.41,11.4,4.72,73.7,38.9
803,good,3.789401431,5.35,7.49,2.48,7.64,3.59,54.08,23.66,11.4,4.7,73.8,38.9
804,good,3.789401431,5.35,7.08,2.48,7.58,3.46,54.92,24.17,11.31,4.61,74.4,39.8
805,good,3.789401431,5.35,6.85,2.47,7.58,3.52,55.35,24.43,11.27,4.57,73.7,38.9
806,good,3.789401431,5.4,6.8,2.47,7.61,3.57,56.22,24.69,11.31,4.55,73.7,38.9
807,good,3.789401431,5.35,6.5,2.45,7.73,3.59,55.35,24.43,11.31,4.57,73.7,38.9
808,good,3.789401431,5.38,6.14,2.48,7.58,3.64,55.78,24.69,11.31,4.57,73.7,38.9
809,good,3.789401431,5.38,5.48,2.47,7.52,3.39,57.58,25.95,11.4,4.61,73.7,38.9
810,good,3.789401431,5.35,4.47,2.47,7.54,3.39,57.13,26.39,11.09,4.53,73.8,38.9
811,good,3.789401431,5.38,3.77,2.48,7.49,3.49,58.05,26.84,11.18,4.57,73.8,38.9
812,good,3.789401431,5.35,3.39,2.47,7.54,3.43,58.05,26.99,11.18,4.51,73.8,38.9
813,good,3.789401431,5.35,3.05,2.47,7.49,3.49,58.05,27.78,11.23,4.53,73.8,38.9
814,good,3.789401431,5.38,2.87,2.47,7.54,3.52,57.58,27.78,11.27,4.53,73.8,38.9
815,good,3.789401431,5.4,2.73,2.47,7.49,3.43,59.98,28.77,11.14,4.47,73.8,38.8
816,good,3.789401431,5.38,2.67,2.45,7.49,3.49,59.98,29.11,11.18,4.51,73.7,38.9
817,good,3.789401431,5.38,2.59,2.48,7.46,3.56,59.49,29.11,11.23,4.49,73.8,38.9
818,good,3.789401431,5.35,2.53,2.45,7.43,3.44,59.98,29.64,11.14,4.47,74.5,39.2
819,good,3.789401431,5.35,2.53,2.47,7.4,3.43,59,30.74,11.09,4.39,73.7,38.9
820,good,3.789401431,5.38,2.51,2.45,7.4,3.44,59.49,30.74,11.05,4.39,73.9,38.9
821,good,3.789401431,5.38,2.47,2.47,7.43,3.35,60.99,31.32,11.09,4.41,73.8,38.9
822,good,3.789401431,5.35,2.45,2.45,7.37,3.41,60.99,31.91,11.05,4.37,73.8,38.9
823,good,3.789401431,5.38,2.45,2.45,7.37,3.44,59.49,31.71,11.09,4.39,73.8,38.9
824,good,3.789401431,5.4,2.44,2.47,7.4,3.46,60.99,31.91,11.05,4.33,73.9,38.9
825,good,3.789401431,5.38,2.45,2.47,7.34,3.52,59.98,32.52,11.18,4.37,74.5,39.1
826,good,3.789401431,5.35,2.39,2.45,7.34,3.16,62.55,33.8,10.92,4.29,73.8,38.9
827,good,3.789401431,5.4,2.38,2.45,7.37,3.24,63.09,34.25,10.84,4.33,73.9,38.9
828,good,3.789401431,5.35,2.41,2.47,7.37,3.3,61.5,33.8,10.79,4.31,73.8,38.7
829,good,3.789401431,5.35,2.42,2.47,7.31,3.38,62.02,34.02,10.84,4.27,73.8,38.9
830,good,3.789401431,5.38,2.38,2.47,7.31,3.27,62.55,34.93,10.84,4.29,73.8,38.9
831,good,3.789401431,5.4,2.39,2.45,7.31,3.38,64.19,35.4,10.79,4.29,73.8,38.9
832,good,3.789401431,5.38,2.38,2.45,7.34,3.41,62.55,34.93,10.84,4.25,73.8,38.9
833,good,3.789401431,5.4,2.38,2.45,7.28,3.49,63.09,35.16,10.96,4.29,73.8,38.9
834,good,3.789401431,5.35,2.38,2.47,7.31,3.39,62.55,35.16,10.79,4.23,73.8,38.9
835,good,3.789401431,5.38,2.35,2.45,7.28,3.41,62.55,35.88,10.84,4.23,73.7,38.8
836,good,3.789401431,5.38,2.41,2.45,7.28,3.46,64.19,36.62,10.92,4.23,73.7,38.9
837,good,3.789401431,5.35,2.39,2.45,7.22,3.51,64.19,36.37,10.96,4.25,73.8,38.9
838,good,3.789401431,5.38,2.39,2.45,7.22,3.49,62.55,37.65,11.05,4.25,73.9,38.9
839,good,3.789401431,5.38,2.38,2.45,7.22,3.43,64.19,37.39,10.96,4.25,73.8,38.9
840,good,3.789401431,5.4,2.38,2.45,7.25,3.46,63.09,37.92,10.88,4.19,73.8,38.9
841,good,3.847466029,5.38,2.38,2.45,7.16,3.49,64.19,38.46,11.01,4.25,73.9,38.9
842,good,3.847466029,5.35,2.36,2.45,7.19,3.38,63.09,38.46,10.96,4.25,74.5,39.1
843,good,3.847466029,5.35,2.35,2.47,7.22,3.33,63.64,39.01,10.88,4.25,73.9,38.9
844,good,3.847466029,5.38,2.38,2.45,7.16,3.38,64.19,39.01,10.79,4.19,73.9,38.9
845,good,3.847466029,5.38,2.32,2.45,7.16,3.3,63.64,39.29,10.79,4.23,74.6,39.7
846,good,3.847466029,5.33,2.33,2.45,7.13,3.38,65.91,39.86,10.79,4.21,74,38.9
847,good,3.847466029,5.35,2.38,2.45,7.19,3.28,63.64,39.57,10.75,4.19,74,38.9
848,good,3.847466029,5.31,2.33,2.42,7.43,3.25,64.76,40.45,10.67,4.19,74,38.9
849,good,3.847466029,5.33,2.32,2.44,7.13,3.33,64.76,40.15,10.67,4.19,74,38.9
850,good,3.847466029,5.24,2.32,2.45,7.11,3.16,65.33,40.74,10.67,4.21,74,38.9
851,good,3.847466029,5.31,2.32,2.45,7.11,3.25,65.33,41.35,10.54,4.21,74.2,38.9
852,good,3.847466029,5.19,2.32,2.45,7.08,3.24,64.76,41.66,10.5,4.21,74.1,38.8
853,good,3.847466029,5.22,2.33,2.47,7.13,3.28,64.76,41.05,10.46,4.19,74,38.9
854,good,3.847466029,5.24,2.35,2.45,7.11,3.35,65.91,41.66,10.5,4.17,74.1,38.9
855,good,3.847466029,5.17,2.32,2.47,7.11,3.28,64.76,41.35,10.46,4.17,74.1,38.9
856,good,3.847466029,5.15,2.32,2.45,7.11,3.35,64.76,41.35,10.5,4.17,74.1,38.9
857,good,3.847466029,5.1,2.36,2.45,7.11,3.38,64.76,41.66,10.58,4.23,74.2,38.9
858,good,3.847466029,5.19,2.36,2.45,7.02,3.41,66.5,41.98,10.58,4.19,74.2,38.9
859,good,3.847466029,5.13,2.36,2.45,7.02,3.24,65.91,43.27,10.5,4.23,73.7,37.8
860,good,3.847466029,5.13,2.33,2.44,7.08,3.32,64.76,42.62,10.46,4.19,74.2,38.9
861,good,3.847466029,5.1,2.33,2.45,7.02,3.27,66.5,43.61,10.42,4.19,74.2,38.8
862,good,3.847466029,5.13,2.32,2.44,7.05,3.33,67.7,43.61,10.5,4.25,74.4,38.8
863,good,3.847466029,5.13,2.33,2.45,7.02,3.22,67.09,43.95,10.42,4.21,74.4,38.8
864,good,3.847466029,5.06,2.32,2.45,7.02,3.32,65.91,43.95,10.38,4.19,74.4,38.8
865,good,3.847466029,5.08,2.3,2.44,7.05,3.33,71.56,44.29,10.5,4.25,74.4,38.8
866,good,3.847466029,5.13,2.32,2.45,6.96,3.35,67.7,44.29,10.54,4.21,75.1,39
867,good,3.847466029,5.15,2.3,2.44,7.02,3.25,65.33,44.64,10.58,4.25,74.5,38.8
868,good,3.847466029,5.08,2.32,2.45,7.02,3.19,65.33,44.64,10.38,4.19,74.5,38.8
869,good,3.847466029,5.04,2.32,2.45,7.02,3.3,67.09,45.71,10.38,4.19,75.2,39.6
870,good,3.847466029,5.06,2.3,2.44,7.02,3.32,67.09,44.99,10.46,4.23,74.6,38.8
871,good,3.847466029,5.04,2.3,2.44,6.94,3.22,67.7,46.45,10.38,4.21,74.6,38.8
872,good,3.847466029,5.08,2.33,2.19,6.91,3.3,65.91,45.35,10.42,4.21,74.8,38.8
873,good,3.847466029,5.08,2.32,2.44,6.94,3.35,67.7,46.45,10.42,4.21,74.7,38.8
874,good,3.847466029,5.08,2.32,2.44,6.96,3.13,65.91,47.21,10.38,4.19,74.8,38.8
875,good,3.847466029,5.06,2.35,2.44,6.91,3.22,67.7,46.45,10.3,4.19,74.8,38.8
876,good,3.847466029,4.99,2.3,2.42,6.94,3.24,67.09,46.45,10.26,4.19,74.8,38.6
877,good,3.847466029,5.1,2.29,2.44,6.94,2.89,67.7,48,10.06,4.23,74.8,38.8
878,good,3.847466029,5.06,2.26,2.42,6.88,2.89,68.95,49.63,9.52,4.17,74.8,38.8
879,good,3.847466029,5.15,2.23,2.44,6.88,3.01,68.95,48.8,9.56,4.23,74.8,38.8
880,good,3.847466029,5.1,2.26,2.44,6.94,3.13,67.7,48,9.67,4.23,74.8,38.8
881,good,3.847466029,5.08,2.24,2.42,6.88,3.08,68.32,47.6,9.64,4.21,74.8,38.8
882,good,3.847466029,5.06,2.27,2.44,6.91,3.16,66.5,47.6,9.75,4.25,74.8,38.8
883,good,3.847466029,5.17,2.23,2.44,6.85,3.3,67.7,48.4,9.79,4.19,74.8,38.8
884,good,3.847466029,5.17,2.27,2.44,6.91,3.35,66.5,47.6,9.98,4.25,74.8,38.8
885,good,3.847466029,5.17,2.23,2.42,6.85,3.32,68.95,49.22,10.02,4.25,74.8,38.8
886,good,3.847466029,5.13,2.27,2.42,6.85,3.43,66.5,48.4,10.1,4.23,74.9,38.8
887,good,3.847466029,5.1,2.24,2.42,6.83,3.48,67.7,48.4,10.18,4.25,74.8,38.8
888,good,3.847466029,5.08,2.24,2.45,6.88,3.51,66.5,49.22,10.3,4.27,74.8,38.8
889,good,3.847466029,4.99,2.26,2.42,6.83,3.52,68.32,50.06,10.26,4.25,74.8,38.8
890,good,3.847466029,5.13,2.23,2.44,6.85,3.52,66.5,48.4,10.34,4.25,75.5,39.1
891,good,3.847466029,5.04,2.23,2.44,6.83,3.49,67.7,49.63,10.3,4.23,74.9,38.8
892,good,3.847466029,5.02,2.23,2.42,6.83,3.57,67.7,49.22,10.38,4.29,74.9,38.8
893,good,3.847466029,5.08,2.23,2.42,6.8,3.38,66.5,49.63,10.3,4.21,75.6,39.3
894,good,3.847466029,5.13,2.23,2.44,6.85,3.49,65.91,49.22,10.34,4.25,74.9,38.8
895,good,3.847466029,5.06,2.17,2.42,6.8,3.39,66.5,50.06,10.22,4.25,75,38.8
896,good,3.847466029,5.04,2.2,2.44,6.8,3.57,65.91,50.06,10.22,4.25,75,38.8
897,good,3.847466029,5.08,2.18,2.44,6.85,3.35,67.7,50.49,10.3,4.25,75,38.9
898,good,3.847466029,5.08,2.18,2.44,6.27,3.32,67.7,50.49,10.22,4.23,75.1,38.8
899,good,3.847466029,4.97,3.17,2.44,6.8,3.41,67.09,50.92,10.22,4.29,75.1,38.8
900,good,3.847466029,4.93,2.18,2.42,6.8,3.36,67.09,50.06,10.18,4.25,75,38.6
901,acceptable,4.884132267,5.04,2.18,2.45,6.77,3.43,67.09,51.37,10.3,4.27,75,38.8
902,acceptable,4.884132267,4.93,2.18,2.44,6.77,3.43,67.09,51.82,10.3,4.27,75.1,38.8
903,acceptable,4.884132267,4.95,2.18,2.42,6.74,3.52,68.95,52.74,10.34,4.31,75.1,38.8
904,acceptable,4.884132267,4.95,2.17,2.42,6.77,3.56,67.7,50.92,10.38,4.27,75.1,38.8
905,acceptable,4.884132267,4.95,2.14,2.45,6.8,3.52,67.7,52.74,10.34,4.27,75.2,38.8
906,acceptable,4.884132267,4.99,2.11,2.44,6.74,3.21,68.32,52.74,10.1,4.31,75.2,38.8
907,acceptable,4.884132267,4.86,2.13,2.42,6.69,3.33,68.95,53.21,10.06,4.29,75.2,38.7
908,acceptable,4.884132267,4.88,2.11,2.42,6.69,3.36,69.59,53.21,10.14,4.33,75.2,38.8
909,acceptable,4.884132267,4.91,2.14,2.45,6.74,3.27,68.95,53.69,10.14,4.29,75.3,38.7
910,acceptable,4.884132267,4.91,2.11,2.42,6.69,3.24,67.7,53.69,10.1,4.33,75.4,38.8
911,acceptable,4.884132267,4.91,2.13,2.44,6.72,3.25,70.23,53.21,10.06,4.33,75.4,38.8
912,acceptable,4.884132267,4.93,2.11,2.42,6.66,3.22,67.7,52.74,10.02,4.33,75.4,38.7
913,acceptable,4.884132267,4.99,2.08,2.44,6.66,3.16,68.32,54.18,10.02,4.35,75.4,38.8
914,acceptable,4.884132267,4.93,2.08,2.42,6.64,3.16,70.23,53.69,9.83,4.31,76.1,39
915,acceptable,4.884132267,4.86,2.1,2.44,6.69,3.16,68.32,52.74,9.79,4.29,75.4,38.8
916,acceptable,4.884132267,4.99,2.11,2.44,6.72,3.16,67.7,53.69,9.86,4.35,75.5,38.8
917,acceptable,4.884132267,4.86,2.08,2.44,6.69,3.22,68.95,55.17,9.9,4.33,75.6,38.8
918,acceptable,4.884132267,4.93,2.06,2.42,6.61,3.27,68.32,54.18,9.86,4.29,75.5,38.8
919,acceptable,4.884132267,4.91,2.08,2.44,6.69,3.3,68.95,55.17,10.02,4.31,75.6,38.8
920,acceptable,4.884132267,4.93,2.1,2.44,6.01,3.19,67.7,53.69,9.94,4.31,75.7,38.8
921,acceptable,4.884132267,4.88,2.08,2.44,6.61,3.28,69.59,55.17,10.02,4.35,75.6,38.8
922,acceptable,4.884132267,4.93,2.11,2.44,6.61,3.3,69.59,54.67,10.06,4.35,75.6,38.7
923,acceptable,4.884132267,4.88,2.1,2.42,6.58,3.33,69.59,55.17,9.98,4.31,75.7,38.7
924,acceptable,4.884132267,5.08,2.08,2.44,6.64,3.32,68.95,54.67,10.02,4.33,75.7,38.5
925,acceptable,4.884132267,4.88,2.07,2.44,6.61,3.3,69.59,55.68,9.98,4.31,75.7,38.7
926,acceptable,4.884132267,4.91,2.1,2.42,6.55,3.28,68.32,55.68,9.94,4.31,75.7,38.7
927,acceptable,4.884132267,4.88,2.1,2.42,6.55,3.28,70.23,56.73,10.02,4.35,75.7,38.8
928,acceptable,4.884132267,4.88,2.08,2.42,6.53,3.16,68.95,57.27,9.94,4.39,75.7,38.7
929,acceptable,4.884132267,4.99,2.08,2.44,6.53,3.16,67.7,55.68,9.86,4.37,75.7,38.7
930,acceptable,4.884132267,4.93,2.1,2.42,6.5,3.17,67.7,56.73,9.79,4.35,75.8,38.7
931,acceptable,4.884132267,4.91,2.06,2.42,6.5,3.17,68.32,56.2,9.79,4.35,75.7,38.7
932,acceptable,4.884132267,4.91,2.08,2.42,6.5,3.17,68.95,57.27,9.79,4.39,75.9,38.7
933,acceptable,4.884132267,4.88,2.1,2.44,6.58,3.17,68.95,57.81,9.71,4.37,75.8,38.8
934,acceptable,4.884132267,4.91,2.06,2.42,6.5,2.8,68.95,58.93,9.45,4.35,75.8,38.8
935,acceptable,4.884132267,4.84,2.07,2.42,6.48,2.98,71.56,58.36,9.16,4.37,75.8,38.8
936,acceptable,4.884132267,4.88,2.03,2.42,6.53,3.01,69.59,56.73,9.23,4.35,75.8,38.8
937,acceptable,4.884132267,4.91,2.04,2.42,6.53,3.07,69.59,59.5,9.27,4.37,75.9,38.8
938,acceptable,4.884132267,4.88,2.06,2.41,6.48,3.11,70.23,58.36,9.34,4.35,76.5,39
939,acceptable,4.884132267,4.86,2.04,2.41,6.45,3.16,70.89,59.5,9.41,4.37,75.8,38.8
940,acceptable,4.884132267,5.02,2.08,2.41,6.45,3.17,68.32,57.81,9.52,4.35,75.9,38.8
941,acceptable,4.884132267,4.88,2.06,2.41,6.45,3.21,70.23,58.36,9.52,4.39,75.9,38.7
942,acceptable,4.884132267,4.91,2.07,2.42,6.48,3.13,70.89,59.5,9.52,4.39,75.9,38.8
943,acceptable,4.884132267,4.86,2.07,2.44,6.48,3.21,69.59,57.81,9.49,4.35,75.9,38.8
944,acceptable,4.884132267,4.88,2.07,2.42,6.42,3.27,68.95,57.81,9.56,4.35,76,38.8
945,acceptable,4.884132267,4.86,2.08,2.44,6.5,3.24,68.32,58.36,9.6,4.35,76,38.8
946,acceptable,4.884132267,4.88,2.06,2.42,6.42,3.22,69.59,57.81,9.6,4.37,76,38.8
947,acceptable,4.884132267,4.91,3.04,2.41,6.42,3.22,68.95,59.5,9.64,4.41,76,38.7
948,acceptable,4.884132267,4.88,2.06,2.41,6.42,3.22,70.89,59.5,9.6,4.37,76,38.5
949,acceptable,4.884132267,4.93,2.07,2.41,6.4,3.22,68.95,59.5,9.64,4.43,76,38.7
950,acceptable,4.884132267,4.88,2.07,2.44,6.42,3.14,69.59,60.09,9.67,4.43,76,38.8
951,acceptable,4.884132267,4.93,2.07,2.42,6.45,3.1,69.59,58.36,9.45,4.41,76,38.8
952,acceptable,4.884132267,4.88,2.06,2.42,6.37,3.13,70.23,58.93,9.49,4.41,76,38.8
953,acceptable,4.884132267,4.93,2.04,2.42,6.4,3.13,70.23,61.28,9.45,4.37,76,38.8
954,acceptable,4.884132267,4.93,2.06,2.42,6.4,2.98,70.23,60.68,9.27,4.37,76.1,38.8
955,acceptable,4.884132267,4.93,2.07,2.42,6.42,2.92,69.59,59.5,9.05,4.39,76,38.7
956,acceptable,4.884132267,4.93,2.06,2.42,6.37,2.92,71.56,59.5,9.05,4.37,76,38.7
957,acceptable,4.884132267,4.95,2.03,2.42,6.4,2.92,70.23,61.28,8.98,4.41,76,38.8
958,acceptable,4.884132267,4.93,2.06,2.42,6.4,3.01,71.56,61.28,8.98,4.41,76.1,38.8
959,acceptable,4.884132267,4.95,2.07,2.42,6.32,3.05,71.56,60.09,8.98,4.37,76,38.7
960,acceptable,4.884132267,4.93,2.04,2.42,6.37,3.05,70.89,58.93,9.09,4.39,76.1,38.8
961,acceptable,4.90404096,4.97,2.04,2.42,6.4,3.08,68.95,61.9,9.12,4.37,76.1,38.8
962,acceptable,4.90404096,4.93,2.06,2.41,6.4,3.1,70.23,60.68,9.16,4.41,76.8,39
963,acceptable,4.90404096,4.91,2.04,2.42,6.4,3.07,70.23,60.09,9.12,4.37,76.1,38.8
964,acceptable,4.90404096,4.93,2.07,2.42,6.4,2.63,70.89,59.5,9.02,4.37,76.2,38.8
965,acceptable,4.90404096,4.91,2,2.39,6.32,2.72,70.23,60.09,8.11,4.33,76.2,38.8
966,acceptable,4.90404096,4.88,2,2.42,6.37,2.86,70.89,61.28,8.11,4.35,76.1,38.8
967,acceptable,4.90404096,4.91,2.03,2.42,6.32,2.79,69.59,60.68,8.14,4.35,76.2,38.8
968,acceptable,4.90404096,4.88,2.01,2.41,6.32,2.84,72.24,60.09,7.89,4.31,76.2,38.8
969,acceptable,4.90404096,4.88,2.03,2.42,6.34,2.98,70.89,61.28,7.98,4.37,76.2,38.9
970,acceptable,4.90404096,4.91,2.03,2.42,6.37,3.04,70.89,60.09,8.08,4.33,76.2,38.7
971,acceptable,4.90404096,4.88,2.01,2.42,6.32,3.1,71.56,60.09,8.17,4.33,76.3,38.8
972,acceptable,4.90404096,4.95,2.03,2.41,6.34,3.08,70.89,61.28,8.27,4.39,76.3,38.4
973,acceptable,4.90404096,4.91,2.07,2.42,6.32,3.11,71.56,61.9,8.27,4.37,76.3,38.8
974,acceptable,4.90404096,4.91,2.03,2.42,6.34,3.19,72.24,60.68,8.4,4.35,76.3,38.8
975,acceptable,4.90404096,4.93,2.07,2.38,6.74,3.21,70.89,60.09,8.43,4.39,76.3,38.8
976,acceptable,4.90404096,4.93,2.07,2.42,6.29,3.27,70.89,61.9,8.57,4.39,76.3,38.7
977,acceptable,4.90404096,4.93,2.06,2.42,6.29,3.21,70.89,60.68,8.6,4.33,76.4,38.7
978,acceptable,4.90404096,4.93,2.1,2.42,6.27,3.27,69.59,60.09,8.7,4.39,76.5,38.8
979,acceptable,4.90404096,4.91,2.03,2.42,6.29,2.98,70.89,60.68,8.4,4.39,76.4,38.5
980,acceptable,4.90404096,4.93,2.04,2.41,6.22,3.08,70.23,61.9,8.33,4.39,76.5,38.8
981,acceptable,4.90404096,4.93,2.03,2.41,6.29,3.1,71.56,61.9,8.4,4.39,76.5,38.8
982,acceptable,4.90404096,4.91,2.07,2.41,6.24,3.05,71.56,61.9,8.3,4.41,76.6,38.7
983,acceptable,4.90404096,4.91,2.04,2.44,6.29,3.14,71.56,61.9,8.4,4.41,76.5,38.8
984,acceptable,4.90404096,4.93,2.07,2.42,6.27,3.14,71.56,61.9,8.5,4.41,76.6,38.7
985,acceptable,4.90404096,4.93,2.06,2.42,6.22,3.21,71.56,61.9,8.6,4.41,76.7,38.7
986,acceptable,4.90404096,4.91,2.04,2.41,6.24,3.27,70.89,60.09,8.63,4.37,76.6,38.7
987,acceptable,4.90404096,4.93,2.04,2.42,6.29,3.27,70.89,61.28,8.74,4.39,76.6,38.7
988,acceptable,4.90404096,4.95,2.04,2.41,6.22,3.3,71.56,61.9,8.81,4.39,76.6,38.7
989,acceptable,4.90404096,4.95,2.04,2.39,6.22,3.3,71.56,61.9,8.95,4.39,76.7,38.7
990,acceptable,4.90404096,4.97,2.07,2.42,6.24,3.16,71.56,61.9,8.67,4.37,76.6,38.7
991,acceptable,4.90404096,4.97,2.07,2.41,6.22,3.17,70.89,61.28,8.74,4.43,76.6,38.7
992,acceptable,4.90404096,4.93,2.04,2.42,6.22,3.17,71.56,100.52,8.74,4.39,76.6,38.7
993,acceptable,4.90404096,4.93,2.07,2.41,6.22,2.96,70.89,61.9,8.53,4.41,77.3,39
994,acceptable,4.90404096,4.93,2.06,2.42,6.24,2.92,69.59,60.68,8.27,4.37,76.6,38.7
995,acceptable,4.90404096,4.95,2.07,2.41,6.19,3.04,70.89,60.68,8.33,4.41,76.7,38.7
996,acceptable,4.90404096,4.95,2.04,2.41,6.16,2.82,71.56,61.9,8.4,4.41,76.7,38.7
997,acceptable,4.90404096,4.93,2.06,2.42,6.22,2.92,71.56,61.9,8.14,4.41,76.7,38.7
998,acceptable,4.90404096,4.91,2.04,2.41,6.16,2.99,70.89,61.28,8.11,4.37,76.8,38.7
999,acceptable,4.90404096,4.88,2.07,2.41,6.22,3.01,71.56,61.28,8.27,4.43,76.8,38.7
1000,acceptable,4.90404096,4.91,2.07,2.41,6.22,3.07,71.56,63.81,8.3,4.43,76.8,38.9
1001,acceptable,4.90404096,4.93,2.06,2.41,6.19,3.08,70.89,61.28,8.3,4.37,76.8,38.7
1002,acceptable,4.90404096,4.95,2.04,2.42,6.22,3.07,70.89,61.28,8.33,4.39,76.9,38.7
1003,acceptable,4.90404096,4.95,2.06,2.41,6.19,3.1,70.23,63.16,8.47,4.39,77.5,39.6
1004,acceptable,4.90404096,4.88,2.01,2.39,6.16,2.67,72.94,63.16,7.64,4.39,76.8,38.7
1005,acceptable,4.90404096,4.91,2.04,2.39,6.22,2.76,73.64,64.47,7.4,4.41,76.9,38.7
1006,acceptable,4.90404096,4.88,2.03,2.42,6.19,2.74,70.89,62.53,7.29,4.35,77.4,38.7
1007,acceptable,4.90404096,4.88,2,2.42,6.19,2.87,72.24,62.53,7.31,4.35,77.1,38.8
1008,acceptable,4.90404096,4.88,2.03,2.42,6.22,2.93,72.94,62.53,7.4,4.35,77.1,38.7
1009,acceptable,4.90404096,4.91,2.04,2.41,6.14,3.01,72.24,61.28,7.58,4.39,77.2,38.7
1010,acceptable,4.90404096,4.93,2.04,2.42,6.14,3.05,69.59,61.9,7.7,4.41,77.2,38.3
1011,acceptable,4.90404096,4.91,2.07,2.44,6.19,3.04,71.56,63.16,7.83,4.41,77.2,38.7
1012,acceptable,4.90404096,4.93,2.06,2.42,6.14,3.08,70.23,61.28,7.92,4.41,77.3,38.7
1013,acceptable,4.90404096,4.91,2.04,2.42,6.14,3.21,72.94,63.16,7.98,4.37,77.3,38.7
1014,acceptable,4.90404096,4.91,2.04,2.41,6.16,3.1,69.59,61.28,8.04,4.41,77.2,38.8
1015,acceptable,4.90404096,4.88,2.04,2.39,6.11,2.86,70.23,62.53,7.95,4.29,77.3,38.6
1016,acceptable,4.90404096,4.91,2.07,2.41,6.11,2.93,70.89,63.16,7.76,4.35,77.3,38.7
1017,acceptable,4.90404096,4.93,2.07,2.41,6.14,2.95,71.56,62.53,7.73,4.37,77.3,38.3
1018,acceptable,4.90404096,4.91,2.04,2.42,6.14,2.96,70.23,62.53,7.73,4.33,77.2,38.7
1019,acceptable,4.90404096,4.88,2.07,2.42,6.11,2.95,72.94,62.53,7.76,4.37,77.3,38.7
1020,acceptable,4.90404096,4.88,2.07,2.42,6.11,2.89,72.24,62.53,7.83,4.37,77.3,38.7
1021,acceptable,4.925492472,4.93,2.03,2.41,6.09,2.74,72.94,64.47,7.43,4.27,76.7,37.9
